year,month,day,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Philadelphia,New York,Boston
2015,5,18,93.54166666666667,69.83333333333333,91.79166666666667,73.45833333333333,78.04166666666667,80.58333333333333,40.041666666666664,35.625,34.041666666666664,87.25,91.375,92.0,93.20833333333333,75.0,79.66666666666667,86.25,59.833333333333336,78.5,71.75,66.54166666666667,66.0,75.04166666666667,63.541666666666664,76.0,74.83333333333333,72.45833333333333,76.5,91.66666666666667
2015,5,19,86.54166666666667,77.375,90.875,70.41666666666667,75.20833333333333,79.66666666666667,55.708333333333336,29.083333333333332,59.416666666666664,95.83333333333333,90.70833333333333,87.20833333333333,91.20833333333333,62.125,68.125,63.875,74.875,79.41666666666667,66.75,79.08333333333333,61.333333333333336,78.41666666666667,83.45833333333333,74.875,71.79166666666667,85.70833333333333,91.41666666666667,90.125
2015,5,20,86.70833333333333,76.58333333333333,90.125,79.125,75.54166666666667,79.75,33.458333333333336,31.291666666666668,46.958333333333336,99.29166666666667,93.75,88.66666666666667,84.95833333333333,88.95833333333333,64.375,76.95833333333333,84.54166666666667,63.541666666666664,65.95833333333333,65.41666666666667,67.58333333333333,80.625,68.58333333333333,80.66666666666667,58.25,68.625,71.41666666666667,75.08333333333333
2015,5,21,83.75,73.79166666666667,93.58333333333333,60.75,76.75,83.0,32.958333333333336,28.041666666666668,46.166666666666664,97.375,90.625,89.58333333333333,87.16666666666667,91.66666666666667,62.875,80.41666666666667,73.83333333333333,85.41666666666667,75.41666666666667,57.75,58.375,81.33333333333333,64.58333333333333,81.79166666666667,59.916666666666664,54.875,54.75,70.95833333333333
2015,5,22,91.54166666666667,83.375,93.16666666666667,60.916666666666664,81.20833333333333,89.33333333333333,38.25,35.375,85.04166666666667,88.83333333333333,94.66666666666667,90.625,98.875,76.91666666666667,69.04166666666667,76.54166666666667,70.41666666666667,62.041666666666664,61.083333333333336,50.958333333333336,52.125,79.70833333333333,56.25,86.70833333333333,55.208333333333336,61.875,64.75,69.20833333333333
2015,5,23,96.16666666666667,68.08333333333333,88.95833333333333,64.45833333333333,83.58333333333333,87.79166666666667,48.5,35.625,37.958333333333336,79.91666666666667,96.375,83.25,95.04166666666667,71.79166666666667,60.75,73.5,67.20833333333333,63.833333333333336,52.0,41.875,58.125,74.33333333333333,50.916666666666664,82.0,49.458333333333336,48.833333333333336,46.75,74.29166666666667
2015,5,24,97.91666666666667,81.79166666666667,87.58333333333333,80.16666666666667,76.41666666666667,80.45833333333333,40.625,41.166666666666664,39.041666666666664,97.375,97.25,94.16666666666667,81.33333333333333,95.16666666666667,66.125,69.0,59.0,60.166666666666664,51.375,54.291666666666664,55.166666666666664,78.625,58.666666666666664,75.29166666666667,62.541666666666664,48.958333333333336,48.958333333333336,64.125
2015,5,25,87.875,79.5,90.95833333333333,79.0,74.16666666666667,79.16666666666667,40.333333333333336,40.25,61.875,90.08333333333333,95.16666666666667,95.875,88.75,94.25,93.875,83.04166666666667,67.375,66.29166666666667,74.91666666666667,64.29166666666667,56.375,86.875,62.416666666666664,68.29166666666667,60.75,52.0,52.833333333333336,56.5
2015,5,26,84.83333333333333,79.75,89.95833333333333,81.91666666666667,74.91666666666667,80.66666666666667,32.958333333333336,37.0,55.625,88.125,96.79166666666667,96.875,96.875,86.375,87.375,84.33333333333333,63.291666666666664,83.83333333333333,87.83333333333333,76.58333333333333,64.08333333333333,77.25,72.29166666666667,66.625,67.91666666666667,49.083333333333336,52.291666666666664,58.875
2015,5,27,81.95833333333333,75.08333333333333,90.45833333333333,80.04166666666667,75.45833333333333,81.04166666666667,25.541666666666668,31.666666666666668,36.208333333333336,78.0,95.625,93.83333333333333,91.125,79.45833333333333,86.95833333333333,82.95833333333333,69.58333333333333,79.625,70.33333333333333,89.125,66.79166666666667,74.08333333333333,65.20833333333333,68.29166666666667,76.5,67.08333333333333,60.583333333333336,63.5
